deposit,age,job,education,default,housing,loan,contact,month,duration,campaign,pdays,poutcome
yes,48,management,tertiary,no,no,yes,cellular,feb,204,4,182,success
no,56,retired,primary,no,no,no,cellular,feb,702,2,189,failure
yes,22,student,unknown,no,no,no,cellular,feb,145,3,192,failure
no,59,unemployed,secondary,no,no,no,cellular,feb,287,1,130,failure
no,64,retired,secondary,no,no,no,cellular,feb,144,1,175,failure
no,57,bluecollar,secondary,no,no,no,telephone,feb,219,4,311,failure
no,51,management,unknown,no,no,no,cellular,feb,143,5,294,failure
yes,80,housemaid,primary,no,no,no,cellular,feb,639,1,189,failure
no,35,housemaid,tertiary,no,no,no,cellular,feb,135,1,195,failure
yes,29,selfemployed,tertiary,no,no,no,cellular,feb,132,1,103,failure
no,35,management,tertiary,no,no,no,cellular,feb,141,2,176,failure
yes,32,management,tertiary,no,yes,yes,unknown,feb,61,1,384,failure
no,40,technician,secondary,no,no,no,unknown,feb,174,1,267,other
yes,60,admin,secondary,no,no,no,cellular,feb,137,1,187,success
no,77,retired,primary,no,no,no,telephone,feb,513,2,89,failure
yes,56,management,unknown,no,no,no,cellular,feb,305,1,192,success
no,24,student,secondary,no,no,no,cellular,feb,281,2,270,other
yes,52,technician,secondary,no,no,no,cellular,feb,959,3,186,success
yes,71,retired,secondary,no,no,no,cellular,feb,771,1,171,success
no,47,admin,unknown,no,no,no,cellular,feb,297,1,203,success
no,28,student,secondary,no,no,no,cellular,feb,139,1,93,success
yes,73,retired,unknown,no,no,no,telephone,feb,270,3,133,success
yes,59,management,tertiary,no,no,no,cellular,mar,591,1,176,failure
yes,28,bluecollar,secondary,no,yes,no,cellular,mar,525,1,89,failure
no,31,admin,tertiary,no,no,no,cellular,mar,105,1,182,failure
no,36,technician,secondary,no,no,no,cellular,mar,328,1,109,other
no,26,services,secondary,no,yes,no,cellular,mar,185,2,130,other
yes,47,technician,primary,no,no,no,cellular,mar,136,2,203,other
yes,25,student,secondary,no,no,no,cellular,mar,141,1,180,failure
yes,29,student,unknown,no,no,no,cellular,mar,145,2,198,failure
yes,29,technician,tertiary,no,yes,no,cellular,mar,355,1,86,failure
no,23,student,secondary,no,no,no,telephone,mar,700,3,180,other
yes,32,management,tertiary,no,no,no,cellular,mar,177,2,133,other
no,70,retired,secondary,no,no,no,telephone,mar,252,3,183,failure
no,68,retired,tertiary,no,no,no,cellular,mar,158,1,92,success
no,33,management,tertiary,no,no,no,cellular,mar,77,1,179,failure
no,27,admin,secondary,no,no,yes,cellular,mar,162,1,179,failure
yes,39,services,secondary,no,no,no,unknown,mar,257,1,394,failure
yes,36,services,secondary,no,yes,no,cellular,mar,498,2,179,success
no,51,management,tertiary,no,no,no,cellular,mar,209,2,188,success
yes,31,technician,tertiary,no,yes,no,cellular,mar,277,4,286,failure
yes,59,unemployed,secondary,no,no,no,cellular,mar,301,1,89,success
no,36,bluecollar,unknown,no,no,no,cellular,mar,139,6,279,failure
yes,35,management,tertiary,no,no,no,cellular,mar,139,2,181,success
yes,76,retired,primary,no,no,no,cellular,mar,241,1,181,success
yes,44,management,unknown,no,no,no,cellular,mar,700,2,154,success
no,51,admin,tertiary,no,yes,no,cellular,mar,138,1,478,failure
no,29,admin,secondary,no,no,no,cellular,mar,217,1,184,other
no,58,management,tertiary,no,no,no,telephone,mar,78,2,91,failure
no,33,selfemployed,tertiary,no,yes,no,cellular,mar,102,2,184,failure
yes,72,retired,secondary,no,no,yes,cellular,mar,229,3,339,failure
yes,36,management,tertiary,no,no,no,cellular,mar,213,3,182,success
no,40,management,tertiary,no,no,no,cellular,mar,144,2,124,failure
no,41,management,tertiary,no,no,no,cellular,mar,209,2,315,failure
no,27,student,secondary,no,no,no,cellular,mar,106,3,98,other
yes,77,retired,primary,no,no,no,cellular,mar,257,1,91,other
no,30,management,tertiary,no,no,no,cellular,mar,151,1,96,failure
yes,82,retired,primary,no,no,no,telephone,mar,506,2,195,other
yes,41,admin,secondary,no,yes,yes,telephone,mar,300,6,182,success
yes,38,housemaid,secondary,no,yes,no,cellular,mar,180,1,302,success
no,61,retired,secondary,no,no,no,telephone,mar,244,2,95,other
no,51,management,tertiary,no,no,no,cellular,mar,384,1,182,failure
yes,29,management,tertiary,no,yes,no,cellular,mar,231,1,181,success
yes,35,technician,secondary,no,no,no,cellular,mar,593,4,90,other
yes,54,management,secondary,no,no,no,cellular,mar,222,1,188,other
no,42,unemployed,secondary,no,yes,yes,cellular,mar,158,1,330,failure
no,46,management,secondary,no,no,no,cellular,mar,151,1,184,failure
no,20,student,unknown,no,no,no,cellular,mar,196,3,182,failure
no,26,management,tertiary,no,no,no,cellular,mar,231,1,295,other
yes,57,management,tertiary,no,no,no,cellular,mar,272,1,178,success
yes,30,selfemployed,tertiary,no,no,no,cellular,mar,92,2,90,success
no,31,management,tertiary,no,yes,no,cellular,mar,515,2,334,failure
yes,57,management,tertiary,no,no,no,cellular,mar,277,2,337,success
yes,47,management,tertiary,no,no,no,cellular,mar,193,1,181,success
yes,27,student,secondary,no,no,no,cellular,mar,175,1,181,failure
no,33,technician,secondary,no,no,no,cellular,apr,176,1,370,failure
no,44,management,secondary,no,no,no,cellular,apr,296,1,180,other
no,50,unemployed,tertiary,no,no,no,cellular,apr,283,1,319,failure
yes,34,management,tertiary,no,no,no,cellular,apr,758,2,160,other
no,31,management,tertiary,no,no,no,cellular,apr,235,1,314,failure
yes,62,selfemployed,tertiary,no,yes,no,cellular,apr,103,1,182,success
yes,25,bluecollar,secondary,no,yes,no,cellular,apr,295,4,187,success
yes,36,management,tertiary,no,no,no,cellular,apr,567,1,595,failure
yes,38,management,tertiary,no,no,no,cellular,apr,240,1,179,failure
yes,23,student,secondary,no,no,no,cellular,apr,256,5,181,success
yes,44,services,primary,no,yes,no,cellular,apr,250,1,181,success
no,70,retired,secondary,no,no,no,cellular,apr,318,1,181,failure
yes,35,management,tertiary,no,no,no,cellular,apr,133,8,183,success
yes,75,retired,secondary,no,no,no,telephone,apr,185,1,181,success
yes,51,management,tertiary,no,no,no,cellular,apr,200,1,181,success
yes,36,bluecollar,primary,no,no,no,cellular,apr,330,1,311,success
yes,24,management,tertiary,no,yes,no,cellular,apr,442,2,246,other
no,33,student,unknown,no,no,no,cellular,apr,699,2,381,failure
no,31,bluecollar,secondary,no,no,no,cellular,apr,148,2,182,other
no,31,admin,secondary,no,no,no,cellular,apr,930,4,292,other
no,43,selfemployed,tertiary,no,no,no,cellular,apr,381,2,330,other
yes,52,technician,secondary,no,yes,yes,cellular,apr,224,2,182,success
no,62,technician,unknown,no,no,no,cellular,apr,292,4,247,other
no,76,retired,primary,no,no,no,cellular,apr,109,5,184,success
yes,73,retired,primary,no,no,no,cellular,apr,888,1,182,success
no,31,admin,secondary,no,yes,no,cellular,apr,215,2,165,other
yes,77,management,unknown,no,yes,no,cellular,apr,361,2,182,success
yes,35,technician,secondary,no,no,no,cellular,apr,182,2,186,success
no,60,housemaid,primary,no,no,no,cellular,apr,166,5,181,failure
no,70,retired,secondary,no,no,no,cellular,apr,125,2,182,failure
no,34,admin,secondary,no,no,no,cellular,apr,449,1,326,other
no,77,retired,unknown,no,no,no,cellular,apr,147,2,182,failure
no,37,admin,secondary,no,yes,yes,cellular,apr,99,1,329,other
yes,69,retired,secondary,no,no,no,cellular,apr,184,2,126,other
yes,76,selfemployed,unknown,no,no,no,telephone,apr,403,1,182,success
yes,64,retired,secondary,no,no,no,cellular,apr,392,1,182,success
yes,41,selfemployed,tertiary,no,yes,no,telephone,apr,395,3,426,other
yes,61,retired,secondary,no,no,no,cellular,apr,315,1,182,success
yes,60,bluecollar,primary,no,no,no,cellular,may,494,1,95,success
no,36,unemployed,tertiary,no,yes,no,cellular,may,104,1,181,failure
yes,64,management,unknown,no,no,no,cellular,may,153,2,182,success
no,29,admin,secondary,no,no,no,cellular,may,104,1,208,success
no,30,management,tertiary,no,no,no,cellular,may,173,1,274,failure
yes,29,student,unknown,no,no,no,cellular,may,232,1,89,other
yes,46,bluecollar,secondary,no,yes,no,cellular,may,246,1,55,success
yes,37,technician,tertiary,no,no,no,cellular,may,195,1,90,other
no,56,management,tertiary,no,no,no,cellular,may,160,1,91,success
yes,36,admin,tertiary,no,no,no,cellular,may,211,1,90,success
yes,46,management,tertiary,no,yes,no,cellular,may,583,6,53,success
no,21,student,secondary,no,no,no,cellular,may,113,2,273,failure
no,43,selfemployed,tertiary,no,no,no,cellular,may,98,1,77,failure
yes,42,management,tertiary,no,no,no,cellular,may,176,2,89,success
yes,34,technician,secondary,no,no,no,cellular,may,171,2,181,success
no,40,management,tertiary,no,no,no,cellular,may,333,1,58,failure
yes,33,services,secondary,no,no,no,cellular,may,317,1,181,success
yes,19,student,primary,no,no,no,cellular,may,236,1,180,success
yes,28,admin,secondary,no,no,no,telephone,may,360,1,181,success
no,22,student,secondary,no,no,no,telephone,may,267,2,89,success
yes,54,bluecollar,primary,no,no,no,telephone,may,414,1,183,success
yes,40,admin,secondary,no,yes,no,cellular,may,306,1,181,success
yes,63,retired,tertiary,no,no,no,cellular,may,263,1,181,success
yes,48,bluecollar,secondary,no,yes,no,cellular,may,328,2,182,success
yes,35,management,tertiary,no,no,no,cellular,may,331,1,90,success
yes,68,retired,secondary,no,no,no,cellular,may,356,1,71,success
no,65,retired,unknown,no,no,no,cellular,may,593,2,178,success
yes,58,admin,secondary,no,no,no,cellular,may,336,3,87,success
no,63,retired,secondary,no,no,no,cellular,may,698,5,316,other
yes,34,admin,secondary,no,no,no,cellular,may,526,3,179,success
yes,46,management,tertiary,no,no,no,cellular,may,466,4,88,success
no,54,management,tertiary,no,no,no,cellular,may,226,3,186,other
yes,27,student,tertiary,no,no,no,cellular,may,379,1,258,other
no,38,bluecollar,secondary,no,no,no,cellular,may,252,1,85,failure
yes,46,selfemployed,secondary,no,no,no,cellular,may,588,1,386,failure
no,70,management,secondary,no,no,no,cellular,may,122,1,85,failure
no,25,selfemployed,unknown,no,no,no,cellular,may,131,2,95,failure
no,78,retired,primary,no,no,no,telephone,may,838,1,89,failure
yes,28,student,secondary,no,no,no,cellular,may,252,1,88,failure
yes,30,admin,secondary,no,yes,no,cellular,may,681,1,181,success
yes,59,management,primary,no,no,no,telephone,may,500,4,358,failure
yes,33,services,secondary,no,no,no,cellular,may,289,1,328,success
no,33,management,tertiary,no,no,no,cellular,may,267,1,205,failure
yes,28,services,tertiary,no,no,no,cellular,may,460,1,414,failure
no,39,technician,tertiary,no,no,no,cellular,may,589,3,28,other
no,83,retired,primary,no,no,no,telephone,may,664,1,77,success
no,57,management,unknown,no,no,no,unknown,jun,1563,1,166,success
yes,49,admin,tertiary,no,yes,no,cellular,jun,407,1,92,success
no,59,bluecollar,secondary,no,no,no,unknown,jun,198,1,651,other
no,83,retired,tertiary,no,no,no,telephone,jun,294,2,93,success
yes,31,management,tertiary,no,no,no,cellular,jun,163,2,92,success
yes,39,services,secondary,no,no,no,cellular,jun,874,2,188,failure
yes,29,bluecollar,secondary,no,no,no,unknown,jun,434,1,96,other
yes,24,student,unknown,no,no,no,cellular,jun,245,1,384,other
yes,30,technician,secondary,no,no,no,cellular,jun,661,1,384,other
no,31,management,tertiary,no,no,no,cellular,jun,472,1,384,failure
yes,68,retired,primary,no,no,no,cellular,jun,619,2,92,success
no,76,selfemployed,unknown,no,no,no,telephone,jun,126,3,48,success
no,27,management,tertiary,no,no,no,cellular,jun,270,2,377,success
yes,28,management,tertiary,no,no,no,cellular,jun,292,1,504,failure
yes,30,management,tertiary,no,no,no,cellular,jun,339,3,183,success
no,38,bluecollar,primary,no,yes,no,cellular,jun,101,3,94,other
yes,39,technician,secondary,no,no,no,cellular,jun,383,1,296,other
no,63,retired,secondary,no,no,no,cellular,jun,530,1,139,other
yes,36,management,tertiary,no,no,no,cellular,jun,339,1,183,success
no,34,student,unknown,no,no,no,cellular,jun,442,2,292,failure
no,35,management,tertiary,no,yes,no,cellular,jun,134,1,386,failure
no,40,technician,secondary,no,no,no,cellular,jun,220,2,219,other
no,53,bluecollar,unknown,no,no,yes,unknown,jun,180,1,687,other
no,45,technician,tertiary,no,yes,yes,cellular,jun,427,1,142,success
yes,48,management,tertiary,no,no,no,cellular,jun,281,3,186,other
no,36,management,tertiary,no,yes,no,cellular,jun,132,3,392,other
no,37,services,secondary,no,yes,no,cellular,jun,197,1,182,failure
yes,67,retired,primary,no,no,no,cellular,jun,737,6,186,other
no,19,student,secondary,no,no,no,cellular,jun,121,3,195,other
no,39,technician,secondary,no,yes,no,telephone,jun,119,1,183,other
no,39,bluecollar,primary,no,yes,no,unknown,jul,165,1,745,failure
no,42,technician,secondary,no,no,no,cellular,jul,113,2,93,failure
yes,32,management,tertiary,no,no,no,cellular,jul,561,2,295,success
no,29,selfemployed,tertiary,no,no,no,cellular,jul,302,2,128,success
yes,43,technician,unknown,no,no,no,telephone,jul,632,2,85,success
yes,60,technician,secondary,no,no,no,cellular,jul,396,1,386,success
yes,48,management,tertiary,no,no,no,telephone,jul,229,1,251,success
yes,29,management,tertiary,no,no,no,cellular,jul,273,2,433,success
yes,70,retired,primary,no,no,no,cellular,jul,480,1,181,success
no,70,retired,secondary,no,no,no,cellular,jul,173,11,162,failure
yes,31,selfemployed,tertiary,no,no,no,telephone,jul,411,2,148,other
yes,80,retired,secondary,no,no,no,telephone,jul,250,1,371,success
yes,29,management,tertiary,no,no,no,cellular,jul,968,1,87,failure
no,36,technician,secondary,no,no,no,cellular,jul,119,9,367,other
no,27,unemployed,tertiary,no,no,no,cellular,jul,305,4,77,success
no,27,management,secondary,no,no,no,cellular,jul,123,2,185,success
yes,43,admin,secondary,no,no,no,cellular,jul,220,3,529,failure
yes,31,management,tertiary,no,yes,no,cellular,jul,248,1,194,failure
no,72,admin,primary,no,no,no,cellular,jul,200,6,122,other
yes,25,bluecollar,secondary,no,yes,no,cellular,jul,195,2,91,success
yes,33,management,tertiary,no,no,no,cellular,jul,363,1,181,failure
yes,24,student,secondary,no,no,no,cellular,jul,475,1,412,other
no,63,retired,tertiary,no,yes,no,cellular,jul,88,1,181,failure
yes,31,unemployed,tertiary,no,no,no,cellular,jul,309,1,181,success
yes,26,bluecollar,secondary,no,no,no,cellular,jul,272,3,182,success
no,30,bluecollar,secondary,no,no,no,cellular,jul,203,1,183,failure
yes,30,management,tertiary,no,no,no,cellular,jul,219,1,91,success
yes,60,retired,tertiary,no,yes,no,cellular,jul,346,1,181,success
yes,47,admin,secondary,no,no,no,cellular,jul,415,2,342,other
yes,35,services,secondary,no,no,yes,cellular,jul,815,2,407,success
no,30,selfemployed,secondary,no,no,yes,unknown,jul,66,1,85,other
yes,36,management,tertiary,no,no,no,cellular,jul,230,2,164,failure
yes,44,management,tertiary,no,no,no,cellular,jul,204,4,532,other
no,46,bluecollar,secondary,no,no,no,cellular,jul,296,1,281,failure
yes,57,retired,secondary,no,yes,no,cellular,jul,178,2,92,failure
no,35,management,tertiary,no,yes,yes,cellular,jul,174,2,215,other
no,29,admin,secondary,no,no,no,cellular,jul,175,5,95,other
no,41,bluecollar,primary,no,yes,no,unknown,jul,5,1,791,failure
no,29,management,tertiary,no,yes,no,cellular,jul,288,1,133,failure
no,27,admin,secondary,no,no,no,cellular,jul,104,1,288,failure
yes,24,student,secondary,no,no,no,cellular,jul,314,1,156,success
no,34,management,tertiary,no,yes,no,unknown,jul,5,1,701,other
yes,27,admin,tertiary,no,no,no,cellular,jul,138,2,178,success
no,42,technician,secondary,no,no,no,telephone,jul,171,2,413,failure
yes,82,retired,primary,no,no,no,cellular,jul,275,1,180,success
no,26,student,secondary,no,no,no,cellular,jul,379,1,339,failure
yes,46,admin,unknown,no,no,no,cellular,jul,414,2,389,success
yes,61,selfemployed,tertiary,no,no,no,cellular,jul,336,2,259,success
yes,45,technician,secondary,no,yes,no,cellular,jul,287,2,181,success
no,41,retired,primary,no,no,no,cellular,jul,235,1,287,failure
yes,40,admin,secondary,no,no,no,cellular,jul,496,2,182,success
yes,22,unemployed,tertiary,no,no,no,cellular,jul,115,3,93,other
no,53,technician,tertiary,no,no,no,cellular,jul,95,4,182,success
yes,31,management,tertiary,no,yes,no,telephone,jul,332,3,440,failure
yes,32,management,tertiary,no,no,no,cellular,jul,519,2,90,failure
yes,61,management,unknown,no,no,no,telephone,jul,270,1,178,success
no,30,admin,tertiary,no,no,yes,cellular,jul,76,2,150,failure
yes,34,admin,tertiary,no,no,no,cellular,jul,292,1,183,success
yes,22,student,unknown,no,no,no,cellular,jul,283,1,430,other
no,26,technician,secondary,no,no,no,cellular,aug,1013,3,276,other
no,32,technician,tertiary,no,no,no,cellular,aug,100,8,95,success
yes,63,management,tertiary,no,no,no,cellular,aug,341,2,392,success
no,38,technician,tertiary,no,no,no,telephone,aug,141,2,185,other
yes,37,management,tertiary,no,yes,no,cellular,aug,428,2,272,success
no,34,admin,tertiary,no,yes,yes,cellular,aug,108,2,180,failure
no,33,technician,secondary,no,no,no,cellular,aug,326,2,340,failure
yes,34,admin,tertiary,no,no,yes,cellular,aug,263,3,251,success
yes,62,retired,secondary,no,no,no,cellular,aug,288,1,1,success
yes,38,management,tertiary,no,no,no,cellular,aug,139,1,92,failure
yes,30,housemaid,tertiary,no,no,no,cellular,aug,139,1,92,success
yes,35,unemployed,tertiary,no,no,no,cellular,aug,462,1,92,success
yes,30,admin,secondary,no,no,no,cellular,aug,250,1,92,failure
no,42,admin,secondary,no,no,no,cellular,aug,111,1,1,other
yes,42,management,tertiary,no,yes,no,cellular,aug,153,3,1,success
yes,36,management,tertiary,no,yes,no,cellular,aug,293,1,181,other
yes,34,admin,tertiary,no,yes,no,cellular,aug,203,1,92,success
yes,29,management,tertiary,no,no,no,cellular,aug,504,1,92,success
yes,41,technician,tertiary,no,yes,no,cellular,aug,172,3,92,success
yes,33,technician,secondary,no,no,no,cellular,aug,326,2,437,failure
yes,34,management,tertiary,no,yes,no,cellular,aug,270,1,174,failure
yes,61,bluecollar,primary,no,no,no,cellular,aug,562,2,94,success
yes,45,admin,secondary,no,no,no,cellular,aug,356,1,364,other
no,60,housemaid,primary,no,no,no,cellular,aug,182,2,95,failure
no,28,management,tertiary,no,no,no,telephone,aug,361,1,46,failure
no,66,management,tertiary,no,no,no,cellular,aug,273,2,356,other
yes,19,student,unknown,no,no,no,cellular,aug,168,1,182,success
yes,33,management,tertiary,no,no,no,cellular,aug,447,1,728,failure
yes,53,unemployed,secondary,no,no,no,cellular,aug,493,1,181,success
yes,32,technician,secondary,no,no,yes,cellular,aug,1064,1,95,success
yes,22,selfemployed,secondary,no,no,yes,cellular,aug,164,1,109,other
yes,29,admin,secondary,no,no,no,cellular,aug,317,2,518,failure
yes,62,bluecollar,secondary,no,no,no,cellular,aug,146,1,286,failure
yes,65,entrepreneur,tertiary,no,no,no,telephone,aug,425,1,183,success
yes,34,bluecollar,secondary,no,yes,no,cellular,aug,352,1,828,failure
yes,35,bluecollar,secondary,no,yes,no,cellular,aug,323,1,182,success
yes,39,bluecollar,secondary,no,yes,no,cellular,aug,357,1,182,success
no,32,student,unknown,no,no,no,cellular,aug,192,1,91,failure
yes,48,unemployed,secondary,no,no,no,cellular,aug,504,2,178,success
yes,26,unemployed,secondary,no,no,no,cellular,aug,312,3,181,success
yes,55,unknown,secondary,no,no,no,cellular,aug,265,1,91,success
no,27,student,unknown,no,no,no,cellular,aug,126,1,524,failure
yes,37,technician,tertiary,no,no,no,cellular,aug,287,3,182,success
yes,61,retired,secondary,no,no,no,cellular,aug,211,3,183,success
yes,60,services,tertiary,no,yes,no,cellular,aug,239,3,761,other
no,29,technician,secondary,no,no,no,cellular,aug,159,2,185,success
no,35,admin,secondary,no,yes,no,unknown,aug,5,1,14,success
no,55,unemployed,primary,no,no,no,cellular,aug,241,1,92,failure
yes,28,bluecollar,secondary,no,yes,no,cellular,sep,199,1,92,success
no,65,retired,primary,no,no,no,cellular,sep,191,2,92,failure
no,29,bluecollar,secondary,no,no,no,cellular,sep,367,1,91,failure
yes,33,admin,tertiary,no,yes,no,cellular,sep,293,2,92,success
yes,38,management,tertiary,no,no,no,cellular,sep,362,1,388,other
no,35,technician,secondary,no,yes,no,cellular,sep,97,6,79,failure
yes,25,student,secondary,no,no,no,cellular,sep,382,1,183,success
no,25,technician,secondary,no,no,no,cellular,sep,206,7,94,other
yes,27,student,tertiary,no,yes,no,cellular,sep,431,1,466,success
yes,39,services,secondary,no,no,no,cellular,sep,213,1,185,success
no,70,retired,secondary,no,no,no,telephone,sep,228,1,182,failure
no,60,admin,secondary,no,no,no,cellular,sep,177,2,182,success
yes,48,management,tertiary,no,yes,no,cellular,sep,194,2,125,failure
no,33,technician,tertiary,no,yes,no,unknown,sep,11,1,490,other
yes,37,services,secondary,no,yes,no,cellular,sep,908,1,185,success
no,52,management,tertiary,no,no,no,cellular,sep,313,1,108,success
no,26,admin,tertiary,no,yes,no,cellular,sep,164,2,186,success
yes,51,management,tertiary,no,yes,no,cellular,sep,638,1,427,success
no,31,technician,tertiary,no,yes,no,cellular,sep,213,4,184,success
no,23,student,tertiary,no,no,no,cellular,sep,210,1,92,failure
yes,62,retired,secondary,no,yes,yes,cellular,sep,261,1,183,success
yes,33,admin,secondary,no,yes,no,cellular,sep,204,1,365,success
no,39,technician,secondary,no,no,no,cellular,sep,315,6,394,failure
yes,37,services,tertiary,no,no,no,cellular,sep,323,9,199,other
yes,25,student,secondary,no,no,no,cellular,sep,273,3,199,failure
no,43,bluecollar,secondary,no,yes,no,unknown,sep,6,1,838,other
yes,75,retired,primary,no,no,no,telephone,sep,808,1,187,failure
yes,74,retired,tertiary,no,no,no,cellular,sep,251,2,184,success
yes,38,management,tertiary,no,no,no,cellular,sep,385,3,769,failure
no,74,retired,primary,no,no,no,telephone,sep,251,2,535,success
yes,29,management,tertiary,no,no,no,cellular,sep,143,2,587,failure
yes,61,housemaid,primary,no,no,no,cellular,sep,270,3,202,other
yes,58,management,unknown,no,no,no,cellular,sep,414,1,91,other
yes,67,retired,secondary,no,no,no,cellular,sep,452,5,195,other
no,27,bluecollar,secondary,no,yes,yes,unknown,sep,23,1,778,other
yes,41,management,tertiary,no,no,no,cellular,sep,294,4,63,other
yes,31,student,tertiary,no,no,no,cellular,sep,285,3,81,failure
no,35,management,tertiary,no,no,no,unknown,sep,4,1,771,success
no,45,admin,secondary,no,no,yes,unknown,sep,10,1,594,failure
no,70,retired,primary,no,no,no,cellular,sep,704,2,190,failure
yes,43,unemployed,secondary,no,yes,yes,cellular,sep,183,2,184,failure
no,55,admin,secondary,no,no,no,cellular,sep,180,2,238,success
no,46,management,tertiary,no,no,no,cellular,sep,145,1,779,failure
no,31,management,tertiary,no,no,no,cellular,sep,103,2,484,other
yes,30,selfemployed,tertiary,no,no,no,cellular,sep,272,4,184,success
no,36,selfemployed,tertiary,no,no,no,cellular,sep,349,2,53,failure
yes,32,bluecollar,secondary,no,no,no,cellular,sep,224,2,444,failure
yes,55,services,secondary,no,no,no,cellular,sep,262,6,193,success
yes,61,retired,secondary,no,no,no,cellular,sep,232,1,92,success
yes,28,management,tertiary,no,no,no,cellular,sep,845,1,232,success
no,35,bluecollar,secondary,no,no,yes,unknown,oct,5,1,808,failure
yes,31,student,secondary,no,no,no,cellular,oct,311,1,96,success
no,36,technician,secondary,no,no,no,cellular,oct,135,2,91,failure
no,28,services,secondary,no,no,no,telephone,oct,317,2,108,other
no,51,entrepreneur,tertiary,no,no,no,cellular,oct,291,1,91,failure
yes,67,retired,secondary,no,no,no,cellular,oct,405,1,266,success
no,58,admin,secondary,no,no,no,cellular,oct,124,3,363,failure
no,32,admin,secondary,no,no,no,cellular,oct,485,1,182,success
no,35,bluecollar,unknown,no,no,no,unknown,oct,4,1,381,other
yes,25,bluecollar,secondary,no,yes,no,cellular,oct,187,1,91,success
no,33,selfemployed,tertiary,no,yes,no,cellular,oct,146,2,183,failure
yes,33,management,tertiary,no,yes,no,cellular,oct,209,3,427,failure
no,63,management,tertiary,no,no,no,cellular,oct,130,2,182,failure
yes,29,selfemployed,tertiary,no,no,no,cellular,oct,190,1,92,success
yes,26,bluecollar,secondary,no,no,no,cellular,oct,194,1,92,success
yes,59,technician,secondary,no,no,no,cellular,oct,585,1,182,success
no,53,admin,secondary,no,no,no,cellular,oct,317,6,192,success
yes,27,technician,secondary,no,no,no,telephone,oct,301,1,93,success
no,42,admin,unknown,no,no,no,cellular,oct,72,4,160,failure
no,41,management,tertiary,no,no,no,cellular,oct,181,2,500,failure
no,61,retired,secondary,no,no,no,cellular,oct,212,2,92,success
yes,42,unemployed,secondary,no,no,no,cellular,oct,1176,3,92,success
no,29,bluecollar,secondary,no,no,no,cellular,oct,294,1,93,other
yes,47,admin,secondary,no,no,no,cellular,oct,567,1,95,success
yes,22,management,tertiary,no,no,yes,cellular,oct,509,1,185,success
no,69,retired,secondary,no,no,no,cellular,oct,138,4,96,success
no,25,technician,secondary,no,no,no,cellular,oct,159,2,95,failure
no,34,admin,tertiary,no,no,no,cellular,oct,218,1,151,other
no,75,retired,tertiary,no,no,no,telephone,oct,238,2,183,failure
no,52,admin,secondary,no,yes,yes,cellular,oct,139,2,96,failure
no,30,management,tertiary,no,yes,no,cellular,oct,316,2,92,failure
yes,52,technician,secondary,no,yes,yes,cellular,oct,453,1,183,success
yes,27,unemployed,secondary,no,no,no,cellular,oct,181,1,302,other
yes,37,management,tertiary,no,no,no,cellular,oct,759,1,90,success
yes,28,technician,tertiary,no,no,no,cellular,oct,549,2,238,other
yes,59,entrepreneur,secondary,no,no,no,cellular,oct,738,3,183,success
yes,29,bluecollar,tertiary,no,no,no,cellular,oct,542,4,148,success
yes,33,admin,tertiary,no,no,no,cellular,oct,380,1,91,success
yes,37,technician,secondary,no,no,no,cellular,oct,344,2,182,other
yes,33,admin,secondary,no,yes,yes,cellular,oct,253,1,284,success
yes,25,student,secondary,no,no,no,cellular,oct,297,5,94,other
no,50,management,tertiary,no,yes,no,telephone,oct,293,3,508,other
no,64,retired,primary,no,no,no,cellular,oct,338,3,186,other
no,24,student,secondary,no,no,no,telephone,oct,280,2,97,success
yes,26,management,tertiary,no,no,no,cellular,oct,318,1,120,success
yes,25,student,secondary,no,no,no,cellular,oct,259,1,103,other
no,78,retired,primary,no,no,no,cellular,oct,150,1,183,other
yes,47,admin,secondary,no,no,no,cellular,oct,604,1,91,failure
no,33,technician,secondary,no,no,no,cellular,oct,161,1,96,other
yes,70,retired,secondary,no,no,no,cellular,oct,258,1,92,success
yes,63,entrepreneur,secondary,no,no,no,telephone,nov,360,1,96,success
yes,22,student,secondary,no,no,no,cellular,nov,449,2,38,other
yes,38,technician,tertiary,no,no,no,cellular,nov,282,2,186,success
no,47,management,tertiary,no,yes,yes,cellular,nov,255,3,378,failure
yes,44,entrepreneur,tertiary,no,no,no,cellular,nov,248,1,91,success
no,71,retired,secondary,no,no,no,cellular,nov,379,2,92,failure
yes,41,unemployed,tertiary,no,no,no,telephone,nov,394,1,390,success
yes,62,retired,tertiary,no,yes,no,cellular,nov,404,1,57,success
no,19,student,primary,no,no,no,telephone,nov,98,2,110,other
no,30,technician,tertiary,no,no,no,cellular,nov,134,1,92,success
no,36,admin,tertiary,no,no,no,cellular,nov,118,4,104,failure
yes,36,admin,secondary,no,yes,no,cellular,nov,482,1,374,success
yes,34,bluecollar,secondary,no,yes,no,cellular,nov,413,1,92,success
no,34,technician,secondary,no,no,no,cellular,nov,319,1,100,failure
no,66,retired,secondary,no,no,no,cellular,nov,414,2,27,failure
yes,68,retired,secondary,no,no,no,cellular,nov,212,1,187,success
yes,72,retired,secondary,no,no,no,cellular,nov,1127,5,184,success
